fragment.id;iri;from;to;fragment.text_clean;source;iri_z;iri_c;scope;example
20811518;cast_3/par_39/pism_a;256/2013 Sb.;99/1963 Sb.;"a) zasílají katastrálnímu úřadu svá rozhodnutí týkající se nemovitostí vydaná podle jiného právního předpisu, který zároveň stanoví orgánu veřejné moci povinnost zaslat rozhodnutí, souhlas nebo oznámení nebo jiný úkon k zápisu do katastru katastrálnímu úřadu, a to do 30 dnů ode dne nabytí právní moci rozhodnutí nebo do 30 dnů ode dne jejich vydání; listiny, na základě kterých se provádí vklad do katastru, orgány veřejné moci s výjimkou soudů a soudních exekutorů katastrálnímu úřadu nezasílají,";norms;2013/256;1963/99;full;FALSE
20811603;cast_3/par_56/frag_9134661;256/2013 Sb.;365/2000 Sb.;Z katastru se vydávají ověřené výstupy z informačního systému veřejné správy podle jiného právního předpisu.;norms;2013/256;2000/365;full;FALSE
20811625;cast_5/par_62/odst_1;256/2013 Sb.;229/1991 Sb.;(1) Pozemky, jejichž hranice v terénu neexistují a jsou sloučeny do větších půdních celků, se do doby jejich zobrazení v katastrální mapě, nejpozději však do doby ukončení pozemkových úprav podle jiného právního předpisu, v katastru evidují zjednodušeným způsobem s využitím bývalého pozemkového katastru, pozemkových knih a navazujících operátů přídělového a scelovacího řízení a evidence nemovitostí.;norms;2013/256;1991/229;full;FALSE
20811648;cast_5/par_65/odst_9;256/2013 Sb.;89/2012 Sb.;"(9) Nepodaří-li se vlastníka zjistit a uplyne-li marně lhůta, po jejímž uplynutí se podle jiného právního předpisu má za to, že nemovitost je opuštěná, pohlíží se na ni jako na opuštěnou; další postup se řídí právními předpisy upravujícími hospodaření s majetkem státu.";norms;2013/256;2012/89;para;FALSE
10368408;cast_1/hlava_1/par_5/odst_3;257/2000 Sb.;359/1999 Sb.;(3) Probační a mediační služba při výkonu své působnosti spolupracuje s orgány, kterým přísluší podle zvláštního zákona výkon sociálně-právní ochrany dětí a poskytování dávek pomoci v hmotné nouzi občanům společensky nepřizpůsobeným.;norms;2000/257;1999/359;full;FALSE
10368408;cast_1/hlava_1/par_5/odst_3;257/2000 Sb.;582/1991 Sb.;(3) Probační a mediační služba při výkonu své působnosti spolupracuje s orgány, kterým přísluší podle zvláštního zákona výkon sociálně-právní ochrany dětí a poskytování dávek pomoci v hmotné nouzi občanům společensky nepřizpůsobeným.;norms;2000/257;1991/582;full;FALSE
56173118;cast_1/hlava_5/dil_1/oddil_5/par_89/odst_1/pism_i;258/2000 Sb.;349/1999 Sb.;i) Veřejnému ochránci práv v souvislosti s šetřením podle zvláštního zákona.;norms;2000/258;1999/349;full;FALSE
56172138;cast_1/hlava_2/dil_1/par_3b/odst_2/pism_c;258/2000 Sb.;254/2001 Sb.;c) posouzení a řízení rizik částí povodí související s místem odběru vody podle jiného právního předpisu upravujícího plány povodí a plány pro zvládání povodňových rizik.;norms;2000/258;2001/254;full;FALSE
9650675;cast_1/par_9/odst_1;26/2000 Sb.;499/2004 Sb.;(1) Dražebník je povinen vést řádnou spisovou evidenci a zabezpečit účelné a bezpečné uložení písemností souvisejících s dražbou. Rovněž zabezpečí uložení písemností podniku, jestliže je předmětem dražby, a to podle zvláštního právního předpisu.;norms;2000/26;2004/499;full;FALSE
23787692;cast_1/par_5/frag_10929383;26/2022 Sb.;187/2006 Sb.;Mimořádné ředitelské volno a mimořádné vzdělávání distančním způsobem se pro účely vzniku nároku na ošetřovné podle jiného právního předpisu považují za mimořádné opatření při epidemii.;norms;2022/26;2006/187;full;FALSE
56665596;esel-esb:eli/cz/sb/2007/261/2024-01-01/dokument/novela/cast_45/cl_72/par_8/odst_1/pism_c;261/2007 Sb.;458/2000 Sb.;c) pro kombinovanou výrobu elektřiny a tepla v generátorech s minimální stanovenou účinností podle zvláštního právního předpisu, pokud je teplo z kombinované výroby elektřiny a tepla dodáváno domácnostem,;norms;2007/261;2000/458;para;FALSE
56665824;esel-esb:eli/cz/sb/2007/261/2024-01-01/dokument/novela/cast_46/cl_73/par_8/odst_1/pism_b;261/2007 Sb.;458/2000 Sb.;b) pro kombinovanou výrobu elektřiny a tepla v generátorech s minimální stanovenou účinností podle zvláštního právního předpisu, pokud je teplo z kombinované výroby elektřiny a tepla dodáváno domácnostem,;norms;2007/261;2000/458;para;FALSE
56201521;cast_5/hlava_1/par_102/odst_3;262/2006 Sb.;309/2006 Sb.;(3) Zaměstnavatel je povinen soustavně vyhledávat nebezpečné činitele a procesy pracovního prostředí a pracovních podmínek, zjišťovat jejich příčiny a zdroje. Na základě tohoto zjištění vyhledávat a hodnotit rizika a přijímat opatření k jejich odstranění a provádět taková opatření, aby v důsledku příznivějších pracovních podmínek a úrovně rozhodujících faktorů práce dosud zařazené podle zvláštního právního předpisu jako rizikové mohly být zařazeny do kategorie nižší. K tomu je povinen pravidelně kontrolovat úroveň bezpečnosti a ochrany zdraví při práci, zejména stav výrobních a pracovních prostředků a vybavení pracovišť a úroveň rizikových faktorů pracovních podmínek, a dodržovat metody a způsob zjištění a hodnocení rizikových faktorů podle zvláštního právního předpisu.;norms;2006/262;2006/309;full;FALSE
56200897;cast_2/hlava_2/par_33/odst_2;262/2006 Sb.;89/2012 Sb.;(2) Jestliže zvláštní právní předpis nebo stanovy spolku, odborové organizace nebo organizace zaměstnavatelů podle zvláštního právního předpisu vyžadují, aby se obsazení pracovního místa uskutečnilo na základě volby příslušným orgánem, považuje se zvolení za předpoklad, který předchází sjednání pracovní smlouvy.;norms;2006/262;2012/89;part;FALSE
56202673;cast_11/hlava_3/dil_5/oddil_3/par_271g/odst_1;262/2006 Sb.;117/1995 Sb.;(1) Náhrada účelně vynaložených nákladů spojených s léčením a náhrada přiměřených nákladů spojených s pohřbem přísluší tomu, kdo tyto náklady vynaložil. Od přiměřených nákladů spojených s pohřbem se odečte pohřebné poskytnuté podle zvláštního právního předpisu.;norms;2006/262;1995/117;para;FALSE
56588857;cast_1/hlava_1/dil_1/par_1/odst_2/pism_a;263/2016 Sb.;164/2001 Sb.;a) minerální vody, která pochází z přírodního léčivého zdroje nebo zdroje přírodní minerální vody, o nichž bylo vydáno osvědčení o zdroji podle jiného právního předpisu,;norms;2016/263;2001/164;full;FALSE
56589159;cast_1/hlava_2/dil_1/par_15/odst_3;263/2016 Sb.;111/1998 Sb.;(3) Doklady o vzdělání vydané v zahraničí musí být opatřeny nostrifikační doložkou podle jiného právního předpisu, v případě dokladů o vysokoškolském vzdělání osvědčením o uznání rovnocennosti vzdělání podle jiného právního předpisu.;norms;2016/263;1998/111;para;FALSE
56589159;cast_1/hlava_2/dil_1/par_15/odst_3;263/2016 Sb.;561/2004 Sb.;(3) Doklady o vzdělání vydané v zahraničí musí být opatřeny nostrifikační doložkou podle jiného právního předpisu, v případě dokladů o vysokoškolském vzdělání osvědčením o uznání rovnocennosti vzdělání podle jiného právního předpisu.;norms;2016/263;2004/561;para;FALSE
56589444;cast_1/hlava_2/dil_2/par_32/odst_2;263/2016 Sb.;111/1998 Sb.;(2) Doklady o vzdělání vydané v zahraničí, s výjimkou dokladů o vzdělání vydaných v členském státu Evropské unie nebo předkládaných žadatelem z tohoto státu, musí být opatřeny nostrifikační doložkou podle jiného právního předpisu, v případě dokladů o vysokoškolském vzdělání osvědčením o uznání podle jiného právního předpisu.;norms;2016/263;1998/111;para;FALSE
56589444;cast_1/hlava_2/dil_2/par_32/odst_2;263/2016 Sb.;561/2004 Sb.;(2) Doklady o vzdělání vydané v zahraničí, s výjimkou dokladů o vzdělání vydaných v členském státu Evropské unie nebo předkládaných žadatelem z tohoto státu, musí být opatřeny nostrifikační doložkou podle jiného právního předpisu, v případě dokladů o vysokoškolském vzdělání osvědčením o uznání podle jiného právního předpisu.;norms;2016/263;2004/561;para;FALSE
56590197;cast_2/hlava_2/dil_2/oddil_3/pododdil_2/par_83/odst_2/pism_a;263/2016 Sb.;372/2011 Sb.;a) je prováděno poskytovatelem zdravotních služeb, jejichž součástí je lékařské ozáření, oprávněným podle jiného právního předpisu,;norms;2016/263;2011/372;full;FALSE
56590751;cast_2/hlava_6/dil_2/par_137/odst_2/pism_c/bod_1;263/2016 Sb.;372/2011 Sb.;1. určený pro použití při lékařském ozáření, který není radiofarmakem registrovaným podle jiného právního předpisu, nebo;norms;2016/263;2011/372;full;FALSE
56519880;par_1a/frag_2108703;265/1991 Sb.;526/1990 Sb.;Vláda vykonává působnost při regulaci cen, pokud tak stanoví jiný zákon.;norms;1991/265;1990/526;full;FALSE
56527945;cast_7/hlava_2/dil_2/oddil_3/par_46r/odst_1;266/1994 Sb.;365/2000 Sb.;(1) Evidence údajů o osobách, kterým byla vydána licence strojvedoucího, je vedena v rejstříku licencí, který je informačním systémem veřejné správy podle jiného právního předpisu. Správcem rejstříku licencí je drážní správní úřad. Drážní správní úřad pravidelně aktualizuje údaje vedené v rejstříku.;norms;1994/266;2000/365;full;FALSE
56527946;cast_7/hlava_2/dil_2/oddil_3/par_46r/odst_2;266/1994 Sb.;365/2000 Sb.;(2) Dopravce vede a pravidelně aktualizuje evidenci údajů o osobách, kterým vydal osvědčení strojvedoucího, v rejstříku osvědčení strojvedoucích, který je informačním systémem veřejné správy podle jiného právního předpisu.;norms;1994/266;2000/365;full;FALSE
56339590;cast_2/hlava_1/par_4/odst_1/pism_a;269/1994 Sb.;141/1961 Sb.;a) cizozemským soudem, jestliže o uznání rozhodnutí takového soudu rozhodl soud podle zvláštního právního předpisu a uznané rozhodnutí bylo cizozemským soudem vydáno pro čin trestný i podle právního řádu České republiky,;norms;1994/269;1961/141;para;FALSE
56339610;cast_2/hlava_1/par_8/odst_1;269/1994 Sb.;141/1961 Sb.;(1) Soudy, státní zastupitelství a Úřad evropského veřejného žalobce jsou povinny neprodleně zasílat Rejstříku trestů zprávy o podmíněném zastavení trestního stíhání, o započtení doby, po kterou bylo obviněnému před právní mocí rozhodnutí oprávnění k činnosti, která je předmětem závazku, v souvislosti s trestným činem odňato podle zvláštního právního předpisu nebo na základě rozhodnutí nebo opatření státního orgánu nesměl již tuto činnost vykonávat, do doby, po kterou se zavázal zdržet se určité činnosti, o tom, že zbytek závazku zdržet se během zkušební doby podmíněného zastavení trestního stíhání určité činnosti nebude vykonán, o ponechání podmíněného zastavení trestního stíhání v platnosti, jakož i dodatečnou zprávu, zda se obviněný v průběhu zkušební doby osvědčil, jakmile příslušné rozhodnutí nabude právní moci.;norms;1994/269;1961/141;para;FALSE
20816107;cast_5/hlava_3/par_26/odst_3/pism_d;272/2013 Sb.;167/1998 Sb.;d) seznam a podpisy osob, které byly zneškodnění přítomny, včetně osoby, která je podle jiného právního předpisu oprávněna provést zneškodnění.;norms;2013/272;1998/167;para;FALSE
17948926;cast_1/hlava_4/dil_2/par_19/odst_2;273/2008 Sb.;141/1961 Sb.;(2) Státní orgán v rámci žádosti doloží, že použití zpravodajské techniky nebo sledování osob a věcí je povoleno podle jiného právního předpisu.;norms;2008/273;1961/141;para;FALSE
17948926;cast_1/hlava_4/dil_2/par_19/odst_2;273/2008 Sb.;154/1994 Sb.;(2) Státní orgán v rámci žádosti doloží, že použití zpravodajské techniky nebo sledování osob a věcí je povoleno podle jiného právního předpisu.;norms;2008/273;1994/154;para;FALSE
17948926;cast_1/hlava_4/dil_2/par_19/odst_2;273/2008 Sb.;289/2005 Sb.;(2) Státní orgán v rámci žádosti doloží, že použití zpravodajské techniky nebo sledování osob a věcí je povoleno podle jiného právního předpisu.;norms;2008/273;2005/289;para;FALSE
17949280;cast_1/hlava_9/par_52/pism_d;273/2008 Sb.;119/2002 Sb.;d) vrhací prostředek mající povahu střelné zbraně podle jiného právního předpisu s dočasně zneschopňujícími účinky,;norms;2008/273;2002/119;full;FALSE
17949333;cast_1/hlava_9/par_56/odst_5;273/2008 Sb.;119/2002 Sb.;(5) Zbraní podle této hlavy se rozumí zbraň střelná včetně střeliva a doplňků zbraně, vyjma vrhacího prostředku majícího povahu střelné zbraně podle jiného právního předpisu s dočasně zneschopňujícími účinky, dále zbraň bodná a sečná, výbušnina, speciální výbušný předmět, průlomový pyrotechnický prostředek a speciální náloživo.;norms;2008/273;2002/119;full;FALSE
17949352;cast_1/hlava_10/par_60/odst_2;273/2008 Sb.;412/2005 Sb.;(2) Zpracovávané informace musí policie zabezpečit před neoprávněným přístupem, změnou, zničením, ztrátou nebo odcizením, zneužitím nebo jiným neoprávněným zpracováním. Policie dále učiní nezbytná opatření pro zajištění bezpečnosti a spolehlivosti provozovaného informačního systému. Tímto nejsou dotčeny povinnosti podle jiného právního předpisu.;norms;2008/273;2005/412;full;FALSE
17949699;cast_1/hlava_13/par_98/odst_1;273/2008 Sb.;141/1961 Sb.;(1) Kontrolu použití odposlechu a záznamu telekomunikačního provozu a použití sledování osob a věcí podle jiného právního předpisu a rušení provozu elektronických komunikací vykonává Poslanecká sněmovna, která k tomu účelu zřizuje kontrolní orgán. Kontrolní orgán se skládá z poslanců určených Poslaneckou sněmovnou.;norms;2008/273;1961/141;para;FALSE
17949699;cast_1/hlava_13/par_98/odst_1;273/2008 Sb.;154/1994 Sb.;(1) Kontrolu použití odposlechu a záznamu telekomunikačního provozu a použití sledování osob a věcí podle jiného právního předpisu a rušení provozu elektronických komunikací vykonává Poslanecká sněmovna, která k tomu účelu zřizuje kontrolní orgán. Kontrolní orgán se skládá z poslanců určených Poslaneckou sněmovnou.;norms;2008/273;1994/154;para;FALSE
17949699;cast_1/hlava_13/par_98/odst_1;273/2008 Sb.;289/2005 Sb.;(1) Kontrolu použití odposlechu a záznamu telekomunikačního provozu a použití sledování osob a věcí podle jiného právního předpisu a rušení provozu elektronických komunikací vykonává Poslanecká sněmovna, která k tomu účelu zřizuje kontrolní orgán. Kontrolní orgán se skládá z poslanců určených Poslaneckou sněmovnou.;norms;2008/273;2005/289;para;FALSE
56891163;cast_5/par_129/odst_6/pism_g;277/2009 Sb.;133/2000 Sb.;g) druh a adresa místa pobytu na území, je-li tímto místem sídlo správního orgánu, rovněž údaj o tom, že se jedná o adresu úřadu, popřípadě adresa, na kterou mají být doručovány písemnosti podle jiného právního předpisu,;norms;2009/277;2000/133;para;FALSE
56891163;cast_5/par_129/odst_6/pism_g;277/2009 Sb.;280/2009 Sb.;g) druh a adresa místa pobytu na území, je-li tímto místem sídlo správního orgánu, rovněž údaj o tom, že se jedná o adresu úřadu, popřípadě adresa, na kterou mají být doručovány písemnosti podle jiného právního předpisu,;norms;2009/277;2009/280;part;FALSE
56891163;cast_5/par_129/odst_6/pism_g;277/2009 Sb.;500/2004 Sb.;g) druh a adresa místa pobytu na území, je-li tímto místem sídlo správního orgánu, rovněž údaj o tom, že se jedná o adresu úřadu, popřípadě adresa, na kterou mají být doručovány písemnosti podle jiného právního předpisu,;norms;2009/277;2004/500;part;FALSE
56891163;cast_5/par_129/odst_6/pism_g;277/2009 Sb.;99/1963 Sb.;g) druh a adresa místa pobytu na území, je-li tímto místem sídlo správního orgánu, rovněž údaj o tom, že se jedná o adresu úřadu, popřípadě adresa, na kterou mají být doručovány písemnosti podle jiného právního předpisu,;norms;2009/277;1963/99;part;FALSE
55688489;cast_1/hlava_2/par_3/odst_1/pism_e;279/2003 Sb.;110/2006 Sb.;e) hotové peníze do částky dvojnásobku životního minima stanovené podle zvláštního právního předpisu na osobu obviněného,;norms;2003/279;2006/110;full;FALSE
55979720;cast_2/hlava_6/dil_4/par_100/odst_2;280/2009 Sb.;17/2012 Sb.;(2) V případě, že se předvolaná osoba bez dostatečného důvodu nedostaví ani po opakovaném předvolání, může správce daně vydat rozhodnutí o předvedení a požádat o její předvedení příslušný bezpečnostní sbor, který má pravomoc k předvedení podle jiného právního předpisu.;norms;2009/280;2012/17;para;FALSE
55979720;cast_2/hlava_6/dil_4/par_100/odst_2;280/2009 Sb.;273/2008 Sb.;(2) V případě, že se předvolaná osoba bez dostatečného důvodu nedostaví ani po opakovaném předvolání, může správce daně vydat rozhodnutí o předvedení a požádat o její předvedení příslušný bezpečnostní sbor, který má pravomoc k předvedení podle jiného právního předpisu.;norms;2009/280;2008/273;para;FALSE
55979720;cast_2/hlava_6/dil_4/par_100/odst_2;280/2009 Sb.;553/1991 Sb.;(2) V případě, že se předvolaná osoba bez dostatečného důvodu nedostaví ani po opakovaném předvolání, může správce daně vydat rozhodnutí o předvedení a požádat o její předvedení příslušný bezpečnostní sbor, který má pravomoc k předvedení podle jiného právního předpisu.;norms;2009/280;1991/553;para;FALSE
55980591;cast_3/hlava_5/dil_5/oddil_3/par_198/odst_2/pism_c;280/2009 Sb.;119/2001 Sb.;c) zda někdo přistoupil do daňové exekuce jako oprávněný z exekuce přerušené podle jiného právního předpisu,;norms;2009/280;2001/119;full;FALSE
55980591;cast_3/hlava_5/dil_5/oddil_3/par_198/odst_2/pism_c;280/2009 Sb.;120/2001 Sb.;c) zda někdo přistoupil do daňové exekuce jako oprávněný z exekuce přerušené podle jiného právního předpisu,;norms;2009/280;2001/120;para;FALSE
55981059;cast_5/par_255/odst_1;280/2009 Sb.;523/1992 Sb.;(1) Správce daně může vstupovat do prostor, v nichž se mohou nacházet písemnosti, které obsahují skutečnosti, na něž se podle jiného právního předpisu vztahuje povinnost mlčenlivosti poradce, pouze za přítomnosti poradce, který je povinností mlčenlivosti vázán.;norms;2009/280;1992/523;para;FALSE
55981059;cast_5/par_255/odst_1;280/2009 Sb.;85/1996 Sb.;(1) Správce daně může vstupovat do prostor, v nichž se mohou nacházet písemnosti, které obsahují skutečnosti, na něž se podle jiného právního předpisu vztahuje povinnost mlčenlivosti poradce, pouze za přítomnosti poradce, který je povinností mlčenlivosti vázán.;norms;2009/280;1996/85;para;FALSE
55981060;cast_5/par_255/odst_2;280/2009 Sb.;523/1992 Sb.;"(2) Správce daně se může s obsahem písemností, o nichž advokát prohlásí, že obsahují skutečnosti, na něž se podle jiného právního předpisu vztahuje povinnost mlčenlivosti advokáta, seznámit pouze za přítomnosti a se souhlasem zástupce České advokátní komory, kterého na základě žádosti správce daně ustanoví její předseda z řad jejích zaměstnanců nebo z řad advokátů; stanovisko zástupce České advokátní komory se uvede v protokolu. Na daňové poradce se použije věta první obdobně.";norms;2009/280;1992/523;para;FALSE
55981060;cast_5/par_255/odst_2;280/2009 Sb.;85/1996 Sb.;"(2) Správce daně se může s obsahem písemností, o nichž advokát prohlásí, že obsahují skutečnosti, na něž se podle jiného právního předpisu vztahuje povinnost mlčenlivosti advokáta, seznámit pouze za přítomnosti a se souhlasem zástupce České advokátní komory, kterého na základě žádosti správce daně ustanoví její předseda z řad jejích zaměstnanců nebo z řad advokátů; stanovisko zástupce České advokátní komory se uvede v protokolu. Na daňové poradce se použije věta první obdobně.";norms;2009/280;1996/85;para;FALSE
55980782;cast_3/hlava_5/dil_5/oddil_3/par_232/odst_1;280/2009 Sb.;119/2001 Sb.;(1) V případě, že podal přihlášku oprávněný z exekuce přerušené podle jiného právního předpisu nebo věřitel, jehož pohledávka je zajištěna zajišťovacím převodem práva váznoucím na předmětu dražby, a jeho přihláška nebyla odmítnuta, rozhodne na základě návrhu správce daně, který daňovou exekuci provedl, o rozvrhu výtěžku dražby soud.;norms;2009/280;2001/119;full;FALSE
55980782;cast_3/hlava_5/dil_5/oddil_3/par_232/odst_1;280/2009 Sb.;120/2001 Sb.;(1) V případě, že podal přihlášku oprávněný z exekuce přerušené podle jiného právního předpisu nebo věřitel, jehož pohledávka je zajištěna zajišťovacím převodem práva váznoucím na předmětu dražby, a jeho přihláška nebyla odmítnuta, rozhodne na základě návrhu správce daně, který daňovou exekuci provedl, o rozvrhu výtěžku dražby soud.;norms;2009/280;2001/120;para;FALSE
55980724;cast_3/hlava_5/dil_5/oddil_3/par_222/odst_4;280/2009 Sb.;119/2001 Sb.;(4) Rozhodnutí o udělení příklepu správce daně doručí vydražiteli, dražiteli, který proti udělení příklepu vznesl výhrady, dlužníkovi, tomu, kdo přistoupil do daňové exekuce jako oprávněný z exekuce přerušené podle jiného právního předpisu, a případnému spoluvlastníkovi předmětné nemovité věci.;norms;2009/280;2001/119;full;FALSE
55980724;cast_3/hlava_5/dil_5/oddil_3/par_222/odst_4;280/2009 Sb.;120/2001 Sb.;(4) Rozhodnutí o udělení příklepu správce daně doručí vydražiteli, dražiteli, který proti udělení příklepu vznesl výhrady, dlužníkovi, tomu, kdo přistoupil do daňové exekuce jako oprávněný z exekuce přerušené podle jiného právního předpisu, a případnému spoluvlastníkovi předmětné nemovité věci.;norms;2009/280;2001/120;para;FALSE
55980583;cast_3/hlava_5/dil_5/oddil_3/par_197/odst_2;280/2009 Sb.;119/2001 Sb.;(2) Každý, kdo má proti dlužníkovi pohledávku zajištěnou zadržovacím nebo zástavním právem nebo zajišťovacím převodem práva váznoucím na předmětu dražby, než pro kterou je daňová exekuce vedena, ji může přihlásit správci daně k uspokojení z rozvrhu výtěžku dražby a prokázat příslušnými listinami nejpozději do zahájení dražby, jinak správce daně návrh na přihlášení pohledávky odmítne. Obdobně se postupuje při přihlášení oprávněného z exekuce přerušené podle jiného právního předpisu.;norms;2009/280;2001/119;full;FALSE
55980583;cast_3/hlava_5/dil_5/oddil_3/par_197/odst_2;280/2009 Sb.;120/2001 Sb.;(2) Každý, kdo má proti dlužníkovi pohledávku zajištěnou zadržovacím nebo zástavním právem nebo zajišťovacím převodem práva váznoucím na předmětu dražby, než pro kterou je daňová exekuce vedena, ji může přihlásit správci daně k uspokojení z rozvrhu výtěžku dražby a prokázat příslušnými listinami nejpozději do zahájení dražby, jinak správce daně návrh na přihlášení pohledávky odmítne. Obdobně se postupuje při přihlášení oprávněného z exekuce přerušené podle jiného právního předpisu.;norms;2009/280;2001/120;para;FALSE
55979274;cast_2/hlava_4/par_53/odst_1/pism_k;280/2009 Sb.;349/1999 Sb.;k) Veřejnému ochránci práv, pokud provádí šetření podle jiného právního předpisu,;norms;2009/280;1999/349;part;FALSE
55980239;cast_3/hlava_5/dil_1/par_160/odst_3/pism_b;280/2009 Sb.;120/2001 Sb.;b) zahájení exekučního řízení podle tohoto nebo jiného zákona,;norms;2009/280;2001/120;full;FALSE
55980239;cast_3/hlava_5/dil_1/par_160/odst_3/pism_b;280/2009 Sb.;99/1963 Sb.;b) zahájení exekučního řízení podle tohoto nebo jiného zákona,;norms;2009/280;1963/99;part;FALSE
55981016;cast_4/hlava_3/dil_2/par_253/odst_4;280/2009 Sb.;89/2012 Sb.;(4) Výše úroku z posečkané částky odpovídá polovině úroku z prodlení nebo jeho obdoby podle jiného zákona, nejvýše však polovině úroku z prodlení podle tohoto zákona.;norms;2009/280;2012/89;para;FALSE
12543651;cast_1/hlava_3/par_9/odst_3;281/2002 Sb.;111/1998 Sb.;(3) Doklady o vzdělání vydané v zahraničí musí být opatřeny nostrifikační doložkou podle zvláštního právního předpisu a v případě dokladů o vysokoškolském vzdělání osvědčením o uznání rovnocennosti vzdělání podle zvláštního právního předpisu.;norms;2002/281;1998/111;para;FALSE
12543651;cast_1/hlava_3/par_9/odst_3;281/2002 Sb.;561/2004 Sb.;(3) Doklady o vzdělání vydané v zahraničí musí být opatřeny nostrifikační doložkou podle zvláštního právního předpisu a v případě dokladů o vysokoškolském vzdělání osvědčením o uznání rovnocennosti vzdělání podle zvláštního právního předpisu.;norms;2002/281;2004/561;para;FALSE
56079901;cast_5/par_15/odst_2;283/1993 Sb.;412/2005 Sb.;(2) Vysvětlení nelze požadovat o okolnostech týkajících se utajovaných informací chráněných zvláštním právním předpisem od toho, kdo je povinen je zachovat v tajnosti, nebo od toho, kdo by vysvětlením porušil jinou zákonem uloženou nebo uznanou povinnost mlčenlivosti, ledaže byl těchto povinností zproštěn tím, kdo je k tomu podle zvláštního právního předpisu oprávněn.;norms;1993/283;2005/412;full;FALSE
56079901;cast_5/par_15/odst_2;283/1993 Sb.;523/1992 Sb.;(2) Vysvětlení nelze požadovat o okolnostech týkajících se utajovaných informací chráněných zvláštním právním předpisem od toho, kdo je povinen je zachovat v tajnosti, nebo od toho, kdo by vysvětlením porušil jinou zákonem uloženou nebo uznanou povinnost mlčenlivosti, ledaže byl těchto povinností zproštěn tím, kdo je k tomu podle zvláštního právního předpisu oprávněn.;norms;1993/283;1992/523;para;FALSE
56079901;cast_5/par_15/odst_2;283/1993 Sb.;85/1996 Sb.;(2) Vysvětlení nelze požadovat o okolnostech týkajících se utajovaných informací chráněných zvláštním právním předpisem od toho, kdo je povinen je zachovat v tajnosti, nebo od toho, kdo by vysvětlením porušil jinou zákonem uloženou nebo uznanou povinnost mlčenlivosti, ledaže byl těchto povinností zproštěn tím, kdo je k tomu podle zvláštního právního předpisu oprávněn.;norms;1993/283;1996/85;para;FALSE
56079942;cast_6/par_17/odst_4;283/1993 Sb.;40/2009 Sb.;(4) Podmínku bezúhonnosti nesplňuje ten, kdo byl pravomocně odsouzen za trestný čin, jestliže se na něj podle zvláštního právního předpisu nebo rozhodnutí prezidenta republiky nehledí, jako by nebyl odsouzen.;norms;1993/283;2009/40;para;FALSE
56596112;cast_3/hlava_1/par_40/odst_4;283/2021 Sb.;114/1992 Sb.;(4) Součástí vyhodnocení vlivů na životní prostředí je i posouzení vlivů na předmět ochrany a celistvost evropsky významné lokality nebo ptačí oblasti, je-li to vyžadováno podle jiného právního předpisu.;norms;2021/283;1992/114;para;FALSE
56597358;cast_6/hlava_3/dil_1/par_182/pism_e;283/2021 Sb.;100/2001 Sb.;e) osoby, o kterých tak stanoví jiný zákon.;norms;2021/283;2001/100;para;TRUE
56597358;cast_6/hlava_3/dil_1/par_182/pism_e;283/2021 Sb.;254/2001 Sb.;e) osoby, o kterých tak stanoví jiný zákon.;norms;2021/283;2001/254;para;TRUE
56597545;cast_6/hlava_3/dil_4/oddil_2/par_216/odst_3;283/2021 Sb.;416/2009 Sb.;(3) Vydání povolení dělení nebo scelení pozemků je prvním úkonem stavebního úřadu v řízení, pokud jsou podmínky pro dělení nebo scelení pozemků dány územním plánem, regulačním plánem nebo rozhodnutím podle jiného právního předpisu. Povolení dělení nebo scelování pozemků se nevydává, pokud je dělení nebo scelování schváleno pozemkovými úpravami.;norms;2021/283;2009/416;para;FALSE
56597545;cast_6/hlava_3/dil_4/oddil_2/par_216/odst_3;283/2021 Sb.;428/2012 Sb.;(3) Vydání povolení dělení nebo scelení pozemků je prvním úkonem stavebního úřadu v řízení, pokud jsou podmínky pro dělení nebo scelení pozemků dány územním plánem, regulačním plánem nebo rozhodnutím podle jiného právního předpisu. Povolení dělení nebo scelování pozemků se nevydává, pokud je dělení nebo scelování schváleno pozemkovými úpravami.;norms;2021/283;2012/428;para;FALSE
56598639;esel-esb:eli/cz/sb/2021/283/2024-01-01/dokument/prilohy/priloha_2/odst_2:2/pism_e;283/2021 Sb.;406/2000 Sb.;e) větší změny dokončené budovy podle jiného právního předpisu s celkovou energeticky vztažnou plochou větší než 350 m2,;annex;2021/283;2000/406;para;FALSE
56596037;cast_2/hlava_3/par_34/pism_a/bod_7;283/2021 Sb.;254/2001 Sb.;7. vodních děl sloužících k vypouštění odpadních vod z těžby a zpracování uranových rud a jaderných elektráren a odpadních vod s obsahem zvlášť nebezpečných závadných nebo nebezpečných závadných látek do vod povrchových a k vypouštění odpadních vod s obsahem zvlášť nebezpečné závadné látky nebo prioritní nebezpečné látky do kanalizace s výjimkou případů, kdy je instalováno zařízení s dostatečnou účinností podle jiného právního předpisu,;norms;2021/283;2001/254;para;FALSE
56596103;cast_3/hlava_1/par_39/pism_s;283/2021 Sb.;114/1992 Sb.;s) vytvářet podmínky pro ochranu území podle jiných právních předpisů před významnými negativními vlivy záměrů na území a navrhovat kompenzační opatření, pokud tak stanoví jiný právní předpis.;norms;2021/283;1992/114;full;FALSE
