fragment.id;from;to;to_upd;fragment.text_clean;source;akt.název.vyhlášený
9616423;359/1999 Sb.;266/2006 Sb.;NA;60) Zákon č. 586/1992 Sb., o daních z příjmů, ve znění pozdějších předpisů. Zákon č. 187/2006 Sb., o nemocenském pojištění, ve znění pozdějších předpisů Zákon č. 155/1995 Sb., o důchodovém pojištění, ve znění pozdějších předpisů. Zákon č. 266/2006 Sb., o úrazovém pojištění zaměstnanců, ve znění pozdějších předpisů. Zákon č. 589/1992 Sb., o pojistném na sociální zabezpečení a příspěvku na státní politiku zaměstnanosti, ve znění pozdějších předpisů. Zákon č. 592/1992 Sb., o pojistném na všeobecné zdravotní pojištění, ve znění pozdějších předpisů.;notes;Zákon o úrazovém pojištění zaměstnanců
9616429;359/1999 Sb.;366/2011 Sb.;NA;66) § 4a zákona č. 73/2011 Sb., o Úřadu práce České republiky a o změně souvisejících zákonů, ve znění zákona č. 366/2011 Sb.;notes;Zákon, kterým se mění zákon č. 111/2006 Sb., o pomoci v hmotné nouzi, ve znění pozdějších předpisů, zákon č. 108/2006 Sb., o sociálních službách, ve znění pozdějších předpisů, zákon č. 117/1995 Sb., o státní sociální podpoře, ve znění pozdějších předpisů, a další související zákony
9651154;26/2000 Sb.;219/1995 Sb.;NA;2) Zákon č. 219/1995 Sb., devizový zákon, ve znění pozdějších předpisů.;notes;Devizový zákon
9651160;26/2000 Sb.;286/1995 Sb.;283/2021 Sb.;5) § 58 odst. 3 zákona č. 455/1991 Sb., o živnostenském podnikání (živnostenský zákon), ve znění zákona č. 286/1995 Sb.;notes;Zákon, kterým se mění a doplňuje zákon č. 455/1991 Sb., o živnostenském podnikání (živnostenský zákon), ve znění pozdějších předpisů, a zákon České národní rady č. 570/1991 Sb., o živnostenských úřadech
9651168;26/2000 Sb.;164/1999 Sb.;NA;11) Zákon č. 148/1998 Sb., o ochraně utajovaných skutečností a o změně některých zákonů, ve znění zákona č. 164/1999 Sb.;notes;Zákon, kterým se mění zákon č. 148/1998 Sb., o ochraně utajovaných skutečností a o změně některých zákonů
9651170;26/2000 Sb.;80/2004 Sb.;NA;11b) § 3 zákona č. 71/1994 Sb., o prodeji a vývozu předmětů kulturní hodnoty, ve znění zákona č. 80/2004 Sb.;notes;Zákon, kterým se mění zákon č. 71/1994 Sb., o prodeji a vývozu předmětů kulturní hodnoty, ve znění zákona č. 122/2000 Sb.
9651171;26/2000 Sb.;218/2004 Sb.;NA;12) Například § 13 zákona č. 20/1987 Sb., o státní památkové péči, ve znění pozdějších předpisů, § 61 zákona č. 114/1992 Sb., o ochraně přírody a krajiny, ve znění zákona č. 218/2004 Sb.;notes;Zákon, kterým se mění zákon č. 114/1992 Sb., o ochraně přírody a krajiny, ve znění pozdějších předpisů, zákon č. 50/1976 Sb., o územním plánování a stavebním řádu (stavební zákon), ve znění pozdějších předpisů, a zákon č. 219/2000 Sb., o majetku České republiky a jejím vystupování v právních vztazích, ve znění pozdějších předpisů
9651181;26/2000 Sb.;122/1993 Sb.;NA;17) § 67b zákona č. 328/1991 Sb., ve znění zákona č. 122/1993 Sb.;notes;Zákon, kterým se mění a doplňuje zákon č. 328/1991 Sb., o konkursu a vyrovnání
9666305;29/2000 Sb.;290/2005 Sb.;NA;3a) Například § 86 až 87a zákona č. 141/1961 Sb., o trestním řízení soudním (trestní řád), ve znění zákona č. 152/1995 Sb., zákona č. 29/2000 Sb. a zákona č. 265/2001 Sb., § 7 až 12 zákona č. 154/1994 Sb., o Bezpečnostní informační službě, ve znění zákona č. 290/2005 Sb., § 8 až 12 zákona č. 289/2005 Sb., o Vojenském zpravodajství, zákon č. 13/1993 Sb., Celní zákon, ve znění pozdějších předpisů.;notes;Zákon o změně zákonů v souvislosti s přijetím zákona o Vojenském zpravodajství
9666305;29/2000 Sb.;265/2001 Sb.;NA;3a) Například § 86 až 87a zákona č. 141/1961 Sb., o trestním řízení soudním (trestní řád), ve znění zákona č. 152/1995 Sb., zákona č. 29/2000 Sb. a zákona č. 265/2001 Sb., § 7 až 12 zákona č. 154/1994 Sb., o Bezpečnostní informační službě, ve znění zákona č. 290/2005 Sb., § 8 až 12 zákona č. 289/2005 Sb., o Vojenském zpravodajství, zákon č. 13/1993 Sb., Celní zákon, ve znění pozdějších předpisů.;notes;Zákon, kterým se mění zákon č. 141/1961 Sb., o trestním řízení soudním (trestní řád), ve znění pozdějších předpisů, zákon č. 140/1961 Sb., trestní zákon, ve znění pozdějších předpisů, a některé další zákony
9666305;29/2000 Sb.;152/1995 Sb.;NA;3a) Například § 86 až 87a zákona č. 141/1961 Sb., o trestním řízení soudním (trestní řád), ve znění zákona č. 152/1995 Sb., zákona č. 29/2000 Sb. a zákona č. 265/2001 Sb., § 7 až 12 zákona č. 154/1994 Sb., o Bezpečnostní informační službě, ve znění zákona č. 290/2005 Sb., § 8 až 12 zákona č. 289/2005 Sb., o Vojenském zpravodajství, zákon č. 13/1993 Sb., Celní zákon, ve znění pozdějších předpisů.;notes;Zákon, kterým se mění a doplňuje zákon č. 140/1961 Sb., trestní zákon, ve znění pozdějších předpisů, zákon č. 141/1961 Sb., o trestním řízení soudním (trestní řád), ve znění pozdějších předpisů, zákon České národní rady č. 283/1991 Sb., o Policii České republiky, ve znění pozdějších předpisů, zákon č. 189/1994 Sb., o vyšších soudních úřednících, a zákon č. 59/1965 Sb., o výkonu trestu odnětí svobody, ve znění pozdějších předpisů
9666308;29/2000 Sb.;164/1999 Sb.;NA;5) Například zákon č. 148/1998 Sb., o ochraně utajovaných skutečností a o změně některých zákonů, ve znění zákona č. 164/1999 Sb.;notes;Zákon, kterým se mění zákon č. 148/1998 Sb., o ochraně utajovaných skutečností a o změně některých zákonů
9666310;29/2000 Sb.;88/1995 Sb.;NA;9a) Například § 7 až 12 zákona č. 154/1994 Sb., § 11 až 16 zákona č. 67/1992 Sb., ve znění zákona č. 153/1994 Sb. a zákona č. 88/1995 Sb.;notes;Zákon, kterým se mění a doplňuje zákon č. 67/1992 Sb., o Vojenském obranném zpravodajství, ve znění zákona č. 153/1994 Sb.
9666312;29/2000 Sb.;135/1997 Sb.;NA;11) Například zákon č. 252/1994 Sb., o rozhlasových a televizních poplatcích, ve znění zákona č. 135/1997 Sb.;notes;Zákon, kterým se mění a doplňuje zákon č. 252/1994 Sb., o rozhlasových a televizních poplatcích, zákon č. 468/1991 Sb., o provozování rozhlasového a televizního vysílání, ve znění pozdějších předpisů, zákon České národní rady č. 103/1992 Sb., o Radě České republiky pro rozhlasové a televizní vysílání, ve znění pozdějších předpisů, a zákon České národní rady č. 484/1991 Sb., o Českém rozhlasu, ve znění pozdějších předpisů
9666315;29/2000 Sb.;86/1950 Sb.;NA;16) Zákon č. 222/1946 Sb., o poště (poštovní zákon), ve znění zákona č. 86/1950 Sb. a zákona č. 88/1950 Sb. Vládní nařízení č. 240/1949 Sb., kterým se provádí poštovní zákon. Vyhláška č. 78/1989 Sb., o právech a povinnostech pošty a jejích uživatelů (poštovní řád), ve znění vyhlášky č. 59/1991 Sb.;notes;Trestní zákon
9666315;29/2000 Sb.;88/1950 Sb.;NA;16) Zákon č. 222/1946 Sb., o poště (poštovní zákon), ve znění zákona č. 86/1950 Sb. a zákona č. 88/1950 Sb. Vládní nařízení č. 240/1949 Sb., kterým se provádí poštovní zákon. Vyhláška č. 78/1989 Sb., o právech a povinnostech pošty a jejích uživatelů (poštovní řád), ve znění vyhlášky č. 59/1991 Sb.;notes;Trestní zákon správní
9666323;29/2000 Sb.;227/2009 Sb.;NA;24) § 158 zákona č. 326/1999 Sb., o pobytu cizinců na území České republiky a o změně některých zákonů, ve znění zákona č. 274/2008 Sb., zákona č. 227/2009 Sb., zákona č. 424/2010 Sb. a zákona č. 427/2010 Sb.;notes;Zákon, kterým se mění některé zákony v souvislosti s přijetím zákona o základních registrech
9666323;29/2000 Sb.;274/2008 Sb.;NA;24) § 158 zákona č. 326/1999 Sb., o pobytu cizinců na území České republiky a o změně některých zákonů, ve znění zákona č. 274/2008 Sb., zákona č. 227/2009 Sb., zákona č. 424/2010 Sb. a zákona č. 427/2010 Sb.;notes;Zákon, kterým se mění některé zákony v souvislosti s přijetím zákona o Policii České republiky
9666323;29/2000 Sb.;427/2010 Sb.;NA;24) § 158 zákona č. 326/1999 Sb., o pobytu cizinců na území České republiky a o změně některých zákonů, ve znění zákona č. 274/2008 Sb., zákona č. 227/2009 Sb., zákona č. 424/2010 Sb. a zákona č. 427/2010 Sb.;notes;Zákon, kterým se mění zákon č. 326/1999 Sb., o pobytu cizinců na území České republiky a o změně některých zákonů, ve znění pozdějších předpisů, zákon č. 325/1999 Sb., o azylu a o změně zákona č. 283/1991 Sb., o Policii České republiky, ve znění pozdějších předpisů, (zákon o azylu), ve znění pozdějších předpisů, a další související zákony
9666323;29/2000 Sb.;424/2010 Sb.;NA;24) § 158 zákona č. 326/1999 Sb., o pobytu cizinců na území České republiky a o změně některých zákonů, ve znění zákona č. 274/2008 Sb., zákona č. 227/2009 Sb., zákona č. 424/2010 Sb. a zákona č. 427/2010 Sb.;notes;Zákon, kterým se mění zákon č. 111/2009 Sb., o základních registrech, ve znění zákona č. 100/2010 Sb., a další související zákony
9795758;58/2000 Sb.;203/1994 Sb.;NA;**) § 24 odst. 1 písm. f) a g) a § 43 odst. 1 zákona č. 133/1985 Sb., o požární ochraně, ve znění zákona č. 203/1994 Sb.;annex;Zákon, kterým se mění a doplňuje zákon České národní rady č. 133/1985 Sb., o požární ochraně, ve znění zákona České národní rady č. 425/1990 Sb. a zákona č. 40/1994 Sb.
9795764;58/2000 Sb.;425/1990 Sb.;NA;**) Rozděleni dotace schvaluje na návrh přednosty ve smyslu § 18 b zákona č. 425/1990 Sb., ve znění pozdějších předpisů, okresní shromáždění;annex;Zákon České národní rady o okresních úřadech, úpravě jejich působnosti a o některých dalších opatřeních s tím souvisejících
9796168;58/2000 Sb.;425/1990 Sb.;NA;1) § 16 odst. 2 zákona č. 425/1990 Sb., o okresních úřadech, úpravě jejich působnosti a o některých dalších opatřeních s tím souvisejících, ve znění zákona č. 321/1992 Sb.;notes;Zákon České národní rady o okresních úřadech, úpravě jejich působnosti a o některých dalších opatřeních s tím souvisejících
9796168;58/2000 Sb.;321/1992 Sb.;NA;1) § 16 odst. 2 zákona č. 425/1990 Sb., o okresních úřadech, úpravě jejich působnosti a o některých dalších opatřeních s tím souvisejících, ve znění zákona č. 321/1992 Sb.;notes;Zákon České národní rady, kterým se mění a doplňuje zákon České národní rady č. 425/1990 Sb., o okresních úřadech, úpravě jejich působnosti a o některých dalších opatřeních s tím souvisejících, ve znění zákona České národní rady č. 266/1991 Sb. a zákona České národní rady č. 542/1991 Sb.
9796169;58/2000 Sb.;425/1990 Sb.;NA;2) § 5b zákona č. 425/1990 Sb., ve znění zákona č. 254/1994 Sb.;notes;Zákon České národní rady o okresních úřadech, úpravě jejich působnosti a o některých dalších opatřeních s tím souvisejících
9796169;58/2000 Sb.;254/1994 Sb.;NA;2) § 5b zákona č. 425/1990 Sb., ve znění zákona č. 254/1994 Sb.;notes;Zákon, kterým se mění a doplňuje zákon České národní rady č. 425/1990 Sb., o okresních úřadech, úpravě jejich působnosti a o některých dalších opatřeních s tím souvisejících, ve znění pozdějších předpisů
9796171;58/2000 Sb.;302/1992 Sb.;NA;2) § 60 zákona č. 367/1990 Sb., o obcích (obecní zřízení), ve znění zákona č. 302/1992 Sb.;notes;Zákon České národní rady, kterým se mění a doplňuje zákon České národní rady č. 367/1990 Sb., o obcích (obecní zřízení), ve znění zákona České národní rady č. 439/1991 Sb., zákona České národní rady č. 485/1991 Sb. a zákona České národní rady č. 553/1991 Sb.
9796172;58/2000 Sb.;425/1990 Sb.;NA;3) § 5b zákona č. 425/1990 Sb., o okresních úřadech, úpravě jejich působnosti a o některých dalších opatřeních s tím souvisejících, ve znění zákona č. 254/1994 Sb.;notes;Zákon České národní rady o okresních úřadech, úpravě jejich působnosti a o některých dalších opatřeních s tím souvisejících
9796172;58/2000 Sb.;254/1994 Sb.;NA;3) § 5b zákona č. 425/1990 Sb., o okresních úřadech, úpravě jejich působnosti a o některých dalších opatřeních s tím souvisejících, ve znění zákona č. 254/1994 Sb.;notes;Zákon, kterým se mění a doplňuje zákon České národní rady č. 425/1990 Sb., o okresních úřadech, úpravě jejich působnosti a o některých dalších opatřeních s tím souvisejících, ve znění pozdějších předpisů
9796176;58/2000 Sb.;509/1991 Sb.;NA;4) § 139 zákona č. 40/1964 Sb., občanský zákoník, ve znění zákona č. 509/1991 Sb.;notes;Zákon, kterým se mění, doplňuje a upravuje občanský zákoník
9796179;58/2000 Sb.;22/1999 Sb.;NA;7) Příloha č. 9 k zákonu č. 22/1999 Sb., o státním rozpočtu České republiky na rok 1999.;notes;Zákon o státním rozpočtu České republiky na rok 1999
9796180;58/2000 Sb.;256/1992 Sb.;NA;8) § 22 zákona č. 256/1992 Sb., o ochraně osobních údajů v informačních systémech.;notes;Zákon o ochraně osobních údajů v informačních systémech
9796909;60/2000 Sb.;191/1999 Sb.;NA;1) Zákon č. 137/1995 Sb., o ochranných známkách, ve znění zákona č. 191/1999 Sb.;notes;Zákon o opatřeních týkajících se dovozu, vývozu a zpětného vývozu zboží porušujícího některá práva duševního vlastnictví a o změně některých dalších zákonů
9813921;61/2000 Sb.;513/1991 Sb.;89/2012 Sb.;(1) Pokud z tohoto zákona nevyplývá jinak, platí o vlastnickém a zástavním právu k námořnímu plavidlu ustanovení občanského zákoníku a obchodního zákoníku o vlastnickém a zástavním právu k věcem movitým.;norms;Obchodní zákoník
9814731;61/2000 Sb.;513/1991 Sb.;89/2012 Sb.;(2) Pokud mezinárodní smlouva, kterou je Česká republika vázána,27) nestanoví jinak, použije se ve věcech námořní přepravy ustanovení občanského zákoníku a obchodního zákoníku o přepravě.;closing;Obchodní zákoník
9814768;61/2000 Sb.;358/1999 Sb.;NA;1a) Zákon č. 114/1995 Sb., o vnitrozemské plavbě, ve znění zákona č. 358/1999 Sb.;notes;Zákon, kterým se mění zákon č. 114/1995 Sb., o vnitrozemské plavbě, a zákon č. 455/1991 Sb., o živnostenském podnikání (živnostenský zákon), ve znění pozdějších předpisů
9814793;61/2000 Sb.;53/2004 Sb.;NA;26b) § 1 zákona č. 133/2000 Sb., ve znění zákona č. 53/2004 Sb.;notes;Zákon, kterým se mění některé zákony související s oblastí evidence obyvatel
9892003;122/2000 Sb.;343/1992 Sb.;NA;2) § 2 zákona č. 97/1974 Sb., o archivnictví, ve znění zákona č. 343/1992 Sb.;notes;Zákon České národní rady, kterým se mění a doplňuje zákon České národní rady č. 97/1974 Sb., o archivnictví
